isolate.code,genus,species,name,group,temperature,r,ln.r
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,27,0.350874751,-1.047325953
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,29,0.288649666,-1.242541554
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,29,0.293265897,-1.226675585
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,29,0.214888786,-1.537634661
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,31,0.204932839,-1.585072967
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,31,0.237745801,-1.436553238
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,31,0.186170843,-1.681090515
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,33,0.14331218,-1.942729953
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,33,0.024600274,-3.704997679
679,Synechococcaceae,Synechococcus,LA21,cyanobacteria,33,0.026425577,-3.633422924
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,18,0.146101328,-1.923454868
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,18,0.199981192,-1.609531959
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,18,0.352121529,-1.043778909
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,21,0.363217237,-1.012754176
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,21,0.45989301,-0.776761403
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,21,0.196243149,-1.628400831
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,25,0.335117082,-1.093275311
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,25,0.436114414,-0.829850653
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,25,0.461988228,-0.772215868
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,27,0.332645155,-1.100678957
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,27,0.404221376,-0.905792591
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,27,0.354834795,-1.036102964
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,29,0.321392733,-1.135091436
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,29,0.292762049,-1.228395119
680,Synechococcaceae,Synechococcus,LA27,cyanobacteria,29,0.318325211,-1.144681743
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,18,0.120327847,-2.117535207
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,18,0.161149245,-1.825424353
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,18,0.025919234,-3.652769964
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,21,0.416479864,-0.875917165
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,21,0.450176574,-0.798115388
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,21,0.437360215,-0.826998133
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,25,0.430689033,-0.84236895
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,25,0.530802655,-0.633364975
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,25,0.478730578,-0.736617308
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,27,0.472921987,-0.748824837
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,27,0.420854939,-0.865467067
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,27,0.412192246,-0.886265423
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,31,0.426665062,-0.851755972
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,31,0.485899378,-0.721753717
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,31,0.37356781,-0.984655738
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,33,0.19835643,-1.617689716
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,33,0.055627156,-2.889083774
681,Synechococcaceae,Synechococcus,LA29,cyanobacteria,33,0.316743685,-1.149662397
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,12,0.025260676,-3.678506386
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,15,0.095485169,-2.348784346
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,15,0.105428396,-2.249723266
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,15,0.157968852,-1.845357408
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,21,0.182089609,-1.703256354
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,21,0.180044198,-1.714552915
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,21,0.138903652,-1.973974735
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,22,0.425256357,-0.8550631
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,22,0.483096721,-0.727538395
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,22,0.435143779,-0.832078776
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,23,0.21934961,-1.517088431
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,23,0.545603624,-0.60586253
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,23,0.354137806,-1.03806916
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,24,0.328492115,-1.113242445
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,24,0.245237934,-1.40552638
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,24,0.282987001,-1.262354316
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,25,0.458134126,-0.780593285
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,25,0.463964343,-0.767947577
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,25,0.399118727,-0.918496346
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,29,0.366788526,-1.002969821
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,29,0.39598591,-0.92637665
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,31,0.399777194,-0.916847903
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,31,0.508138653,-0.677000929
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,31,0.439553807,-0.821995141
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,33,0.140904335,-1.959674093
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,33,0.103270112,-2.270407274
682,Synechococcaceae,Synechococcus,LA3,cyanobacteria,33,0.096092973,-2.342439091
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,21,0.606349953,-0.50029798
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,21,0.662626655,-0.411543562
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,21,0.514288222,-0.664971428
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,22,0.254354857,-1.369024912
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,22,0.261083399,-1.342915386
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,22,0.28361956,-1.260121515
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,23,0.543332029,-0.610034674
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,24,0.268699763,-1.314160645
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,24,0.240538821,-1.424873783
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,24,0.295926105,-1.2176455
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,25,0.740154447,-0.300896402
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,25,0.743996716,-0.295718658
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,25,0.664100832,-0.409321286
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,27,0.635223923,-0.453777708
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,27,0.412411966,-0.885732513
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,27,0.508572792,-0.676146922
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,29,0.72018473,-0.328247531
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,29,0.7254082,-0.321020749
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,29,0.72026036,-0.328142522
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,31,0.207947446,-1.570469895
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,31,0.359659595,-1.022597265
683,Synechococcaceae,Synechococcus,LA31,cyanobacteria,31,0.042386499,-3.160925379
89,Synechococcus,,Synechococcus ,cyanobacteria,14.5,0.206,-1.57987911
89,Synechococcus,,Synechococcus ,cyanobacteria,17.5,0.346,-1.061316504
89,Synechococcus,,Synechococcus ,cyanobacteria,32,0.417,-0.874669057
89,Synechococcus,,Synechococcus ,cyanobacteria,19,0.458,-0.780886095
89,Synechococcus,,Synechococcus ,cyanobacteria,22,0.601,-0.509160344
89,Synechococcus,,Synechococcus ,cyanobacteria,30.5,0.648,-0.433864583
89,Synechococcus,,Synechococcus ,cyanobacteria,23.5,0.69,-0.371063681
89,Synechococcus,,Synechococcus ,cyanobacteria,26,0.77,-0.261364764
89,Synechococcus,,Synechococcus ,cyanobacteria,28,0.8,-0.223143551
565,Synechococcus,,Synechococcus ,cyanobacteria,15,0.107,-2.234926445
565,Synechococcus,,Synechococcus ,cyanobacteria,15,0.115,-2.162823151
565,Synechococcus,,Synechococcus ,cyanobacteria,20,0.398,-0.921303274
565,Synechococcus,,Synechococcus ,cyanobacteria,20,0.404,-0.906340401
565,Synechococcus,,Synechococcus ,cyanobacteria,20,0.418,-0.872273846
565,Synechococcus,,Synechococcus ,cyanobacteria,23,0.46,-0.776528789
565,Synechococcus,,Synechococcus ,cyanobacteria,23,0.463,-0.770028225
565,Synechococcus,,Synechococcus ,cyanobacteria,23,0.471,-0.752897185
565,Synechococcus,,Synechococcus ,cyanobacteria,25,0.486,-0.721546655
565,Synechococcus,,Synechococcus ,cyanobacteria,25,0.491,-0.711311151
565,Synechococcus,,Synechococcus ,cyanobacteria,25,0.493,-0.707246105
565,Synechococcus,,Synechococcus ,cyanobacteria,35,0.7,-0.356674944
565,Synechococcus,,Synechococcus ,cyanobacteria,30,0.704,-0.350976923
565,Synechococcus,,Synechococcus ,cyanobacteria,35,0.723,-0.324346057
565,Synechococcus,,Synechococcus ,cyanobacteria,30,0.734,-0.30924625
565,Synechococcus,,Synechococcus ,cyanobacteria,30,0.775,-0.25489225
13,Synedra,,Synedra ,diatoms,1,0.303,-1.194022473
13,Synedra,,Synedra ,diatoms,7,0.37,-0.994252273
13,Synedra,,Synedra ,diatoms,5,0.387,-0.949330586
13,Synedra,,Synedra ,diatoms,7,0.397,-0.923818998
13,Synedra,,Synedra ,diatoms,1,0.407,-0.898942094
13,Synedra,,Synedra ,diatoms,7,0.414,-0.881889305
13,Synedra,,Synedra ,diatoms,7,0.432,-0.839329691
13,Synedra,,Synedra ,diatoms,1,0.442,-0.816445397
13,Synedra,,Synedra ,diatoms,1,0.494,-0.705219762
13,Synedra,,Synedra ,diatoms,5,0.519,-0.655851396
13,Synedra,,Synedra ,diatoms,5,0.529,-0.636766847
13,Synedra,,Synedra ,diatoms,5,0.561,-0.578034373
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,17,0.311916231,-1.165020618
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,14.5,1.15062432,0.140304682
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,21,1.15062432,0.140304682
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,27,1.247664925,0.221273744
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,31,1.351637002,0.301316452
57,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,24,1.76752531,0.569580438
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,25.7,0.360436534,-1.020439388
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,4.5,0.464408611,-0.766990487
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,1,0.512928914,-0.667618013
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,7,0.554517744,-0.589656473
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,9,0.76939337,-0.262152906
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,11.5,0.790187786,-0.235484658
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,14.2,0.790187786,-0.235484658
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,22,0.956543109,-0.044429422
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,17,1.095172545,0.090911926
223,Thalassionema,nitzschioides,Thalassionema nitzschioides,diatoms,20.3,1.275390812,0.243252651
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.268247959,-1.315843506
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,0.294587552,-1.22217903
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,0.329244911,-1.110953395
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.429751252,-0.844548721
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.455397698,-0.78658418
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.519860385,-0.654194994
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.528871299,-0.637010168
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,0.539961654,-0.616257153
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.574619013,-0.554048044
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.639774848,-0.446638965
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.762461899,-0.27120274
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.838014941,-0.176719349
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.860195651,-0.150595414
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.878217478,-0.129861019
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.879603772,-0.128283732
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,30,0.89485301,-0.111095809
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,0.905943365,-0.098778486
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,10,0.918420014,-0.085100461
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.02031265,0.0201091
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.031403005,0.030920016
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.043879654,0.042944209
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,15,1.097251987,0.09280886
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.142306554,0.133049511
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.143692848,0.134262367
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.271231929,0.239986453
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.291333197,0.255675171
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.29549208,0.258890608
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.324604262,0.281113745
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.429962633,0.357648313
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,20,1.501356793,0.406369228
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.570671511,0.451503242
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.630975316,0.489178189
87,Thalassiosira,rotula,Thalassiosira rotula,diatoms,25,1.646224554,0.498484517
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,4,0.146947202,-1.917681927
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.333405675,-1.098395287
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.348567212,-1.053924207
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.414142102,-0.881546123
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.44388468,-0.81219048
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.460587151,-0.775253188
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.465544097,-0.764548456
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.485358505,-0.722867476
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,8,0.49,-0.713349888
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.493987503,-0.70524506
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,0.496293381,-0.700588033
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,0.506690589,-0.67985474
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.512197205,-0.669045562
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.58,-0.544727175
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.596634192,-0.516451097
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.61,-0.494296322
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.620262791,-0.477612034
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.622674131,-0.473731961
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.628135687,-0.464999074
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.64,-0.446287103
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.662052061,-0.412411084
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,0.680670531,-0.384676892
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.709,-0.343899752
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.715582074,-0.334658978
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.728842735,-0.316297297
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.740308,-0.300688963
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.767661061,-0.26440697
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.821,-0.19723217
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,21,0.879603772,-0.128283732
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,0.89000098,-0.116532715
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,0.918420014,-0.085100461
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.921,-0.082295243
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,21,0.943373313,-0.058293197
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,0.964167728,-0.036490008
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,1.03,0.029558802
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.049112443,0.047944514
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.081943817,0.078759254
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.101483867,0.096658241
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.136658506,0.128092823
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,1.13814767,0.12940209
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.140575294,0.131532779
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.17350483,0.159994852
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.174942418,0.16121914
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.17779369,0.163642934
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.200564428,0.182791803
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.237987046,0.213486711
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.265686752,0.235614862
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,1.268,0.237440856
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.271,0.239803992
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.276083959,0.243795981
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.31,0.270027137
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.337524306,0.290820372
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.351280195,0.301052436
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.362438886,0.309276392
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,21,1.375897153,0.319105993
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.385453218,0.326027319
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.391382254,0.33029768
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,30,1.394853581,0.33278945
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.398223398,0.335202429
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,1.440359841,0.364892972
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,1.442439283,0.366335627
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,1.51,0.412109651
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.621,0.483043243
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.661,0.507419831
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.691,0.52532007
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.697,0.528861986
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.709994094,0.536489917
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.747,0.557900031
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.796,0.58556197
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.83406744,0.606536145
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17.5,1.864,0.622724716
198,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,2.385,0.869199124
200,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,4,0.214182479,-1.540926922
200,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.880990066,-0.126708929
200,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,1.42580375,0.35473569
200,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.682268207,0.520143006
200,Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.869417946,0.625627124
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.264782223,-1.328847591
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.295973846,-1.217484187
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.330631205,-1.106751709
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.352811915,-1.041820183
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.374992625,-0.98084892
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.384696685,-0.955300086
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.397173334,-0.923382484
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,0.415888308,-0.877338545
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.41796775,-0.872351003
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.41796775,-0.872351003
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.445693637,-0.808123476
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.458170286,-0.78051436
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,0,0.462329169,-0.771478155
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.519860385,-0.654194994
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.582936779,-0.539676539
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.670966471,-0.399036112
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.673045912,-0.395941732
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,0.695226622,-0.363517412
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.696612916,-0.36152538
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.718100479,-0.331145777
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.72780454,-0.317722756
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.781176872,-0.246953686
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.79157408,-0.23373181
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.847719002,-0.165206064
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.860195651,-0.150595414
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,0.863661387,-0.1465745
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,0.885842097,-0.121216564
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,0.898318746,-0.107230323
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.912874837,-0.091156498
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,5,0.913567984,-0.090397484
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.916340573,-0.087367179
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.941987018,-0.059763786
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.967633464,-0.032901916
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,0.972485494,-0.02790012
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,1.032096152,0.031591833
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,1.086854779,0.083288001
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,1.107649195,0.102239927
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,1.117353255,0.110962723
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,1.136761376,0.128183321
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,15,1.174884471,0.16116982
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,1.238654012,0.214025316
216,Thalassiosira,nordenskioeldii,Thalassiosira nordenskioeldii,diatoms,10,1.244892336,0.219049049
217,Thalassiosira,rotula,Thalassiosira rotula,diatoms,0,0.051986039,-2.956780077
217,Thalassiosira,rotula,Thalassiosira rotula,diatoms,0,0.060996952,-2.796931383
217,Thalassiosira,rotula,Thalassiosira rotula,diatoms,0,0.062383246,-2.774458533
217,Thalassiosira,rotula,Thalassiosira rotula,diatoms,5,0.087336545,-2.43798629
