"","isolate.code","source","isolation.latitude","isolation.longitude","habitat","name","speciesname","former.name.1","former.name.2","strain","clone","species","genus","family","order","class","phylum","kingdom","domain","comment","group","mu.rsqrlist","mu.wlist","mu.alist","mu.blist","mu.c.opt.list","mu.c.opt.val.list","mu.g.opt.list","mu.g.opt.val.list","mu.n","tmin","tmax","minqual","maxqual","lowerbound","upperbound","growth.change.inc","growth.change.dec"
"172",548,"St. Croix, US Virgin Islands",17.79,-64.82,"marine","Thalassiosira pseudonana strain CCMP1011, STX97","Thalassiosira pseudonana","","","CCMP1011, STX97","","pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.938652623",47.2967031,0.092019828,0.137286388,6.517845997,0.22516098,23.97345231,1.125664538,29,-17.13050555,30.16619755,"bad","good",6.51649445,29.66845231,0.0515858282767259,0.158126712976295
"173",549,"Swann River estuary, Perth, Australia",-31.99,115.83,"estuarine","Thalassiosira pseudonana strain CCMP1012, SWAN1","Thalassiosira pseudonana","","","CCMP1012, SWAN1","","pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.932921897",27.01362154,0.140759321,0.106235823,17.05968578,0.862125837,24.11013405,1.326505726,30,3.552875009,30.56649655,"bad","good",9.501875009,30.03213405,0.0726441513544899,0.179196991016548
"174",550,"Conwy, Gwynedd, Wales, UK",53.28,-3.83,"estuarine","Thalassiosira pseudonana strain CCMP1013, W","Thalassiosira pseudonana","","","CCMP1013, W","","pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.922178726",33.13446347,0.116977453,0.111992649,16.61182726,0.751734916,26.50267792,1.464648543,36,0.044595522,33.17905899,"bad","good",9.832595522,32.63367792,0.0702887248200151,0.19111382064916
"175",551,"North Pacific gyre",28,-155,"marine","Thalassiosira pseudonana strain CCMP1014, FCRG66","Thalassiosira pseudonana","","","CCMP1014, FCRG66","","pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.915924771",69.2690772,0.113093359,0.138173368,-1.470119687,0.09230352,26.67578114,1.531632663,32,-36.10465829,33.16441891,"bad","good",7.74234171,32.64478114,0.0647165104327798,0.205278292913386
"176",552,"San Juan Island, WA, USA",48.54,-123.01,"marine","Thalassiosira pseudonana strain CCMP1015, ARC5","Thalassiosira pseudonana","","","CCMP1015, ARC5","","pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.899665137",62.69904572,0.143215856,0.121942507,2.446313942,0.192994681,26.65048809,1.491583965,33,-28.90320892,33.7958368,"bad","good",6.13179108,33.22248809,0.0581551144021694,0.181568346317712
"177",553,"North Atlantic, off Portugal",39.5,-9.33,"marine","Conticribra weissflogii strain CCMP1053, SA","Conticribra weissflogii","Thalassiosira weissflogii ","","CCMP1053, SA","","weissflogii","Conticribra","Thalassiosiraceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.993593336",20.83908834,0.143393974,0.087349948,15.65293767,0.562774602,19.68540345,0.680521042,20,5.233393498,26.07248184,"good","good",8.062393498,25.52640345,0.0468395739011065,0.0932061005992124
"178",554,"North Pacific, off coast of WA, USA",47.91,-124.664,"marine","Akashiwo sanguinea strain BWA","Akashiwo sanguinea","","","BWA","","sanguinea","Akashiwo","","","Dinophyceae","Dinophyta","Chromista","Eukaryota","","dinoflagellates","0.974387205",27.89243399,0.12340436,0.05016097,19.06104395,0.3210468,23.45401892,0.360483865,25,5.114826952,33.00726094,"bad","good",8.151826952,32.17101892,0.0188461295351069,0.0330832960881037
"179",555,"North Pacific, off coast of WA, USA",47.91,-124.664,"marine","Akashiwo sanguinea strain GBB","Akashiwo sanguinea","","","GBB","","sanguinea","Akashiwo","","","Dinophyceae","Dinophyta","Chromista","Eukaryota","","dinoflagellates","0.929956723",30.78059733,0.143270277,0.048223149,19.6567898,0.369682746,24.743752,0.420844176,30,4.266491133,35.04708846,"bad","good",7.773491133,34.149752,0.019839137620724,0.0357936785881352
"180",556,"Santa Cruz, CA, USA",36.96,-122.02,"marine","Akashiwo sanguinea strain RMB","Akashiwo sanguinea","","","RMB","","sanguinea","Akashiwo","","","Dinophyceae","Dinophyta","Chromista","Eukaryota","","dinoflagellates","0.961149589",23.16325066,0.502258041,-0.015855758,23.30948304,0.347069304,22.25441025,0.349995337,30,11.72785771,34.89110837,"good","good",12.76185771,33.42741025,0.0294964150496027,0.0250600796205137
"181",557,"Los Angeles, CA, USA",33.91,-118.4,"marine","Akashiwo sanguinea strain YRB","Akashiwo sanguinea","","","YRB","","sanguinea","Akashiwo","","","Dinophyceae","Dinophyta","Chromista","Eukaryota","","dinoflagellates","0.914087136",34.93574339,0.114565415,0.056967339,17.29149198,0.306800056,24.4985318,0.383813388,30,-0.176379714,34.75936368,"bad","good",4.991620286,33.8885318,0.0157406112279554,0.0326997561661342
"182",558,"Southern ocean",-57.85,139.85,"marine","Proboscia inermis","Proboscia ","","","","","","Proboscia","Rhizosoleniaceae","Rhizosoleniales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","0.738307333",11.37440653,0.234488477,0.112625562,2.123679131,0.297849106,3.788610388,0.328488293,45,-3.563524133,7.810882396,"good","good",-2.400524133,7.455610388,0.0424599971948162,0.0716636581401691
"183",564,"Hong Kong, China",22.18,114.23,"marine","Prorocentrum donghaiense","Prorocentrum donghaiense","","","","","donghaiense","Prorocentrum","Prorocentraceae","Prorocentrales","Dinophyceae","Dinophyta","Chromista","Eukaryota","","dinoflagellates","0.943088456",29.02687146,0.086131085,0.07946553,21.63957396,0.480809232,28.26458024,0.644368593,15,7.126138227,36.15300969,"bad","bad",12.130138227,35.49058024,0.0319499660406384,0.0713388976473845
"184",565,"North Atlantic, off FL, USA",28,-79.27,"marine","Synechococcus sp. strain CCFWC 502","Synechococcus ","","","CCFWC 502","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","0.959842748",31.80190167,0.194968584,0.043233914,27.98361951,0.653720461,32.92174456,0.731250757,18,12.08266868,43.88457035,"good","bad",15.50166868,42.92274456,0.0335819780367111,0.0584942111388861
"185",622,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. dohrnii","","","","SdohA","","dohrnii","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",38.10355,0.55716,0.06225,15.00715,1.418063574,23.9,1.929245762,8,-2,34.1,"good","good",2.726,33.205,0.0728911216397469,0.165867448640516
"186",624,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. dohrnii","","","","SkelB","","dohrnii","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",37.31982,0.80816,0.0393,16.40409,1.539850782,22.5,1.747867074,6,-2,35.1,"good","good",1.957,33.97,0.0680666727936523,0.12190877586748
"187",625,"Narragansett Bay, RI, USA",41.43,-71.46,"marine","S. grethae","","","","CCMP1804","","grethae","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",31.63381,1.29371,0.01561,19.45739,1.752851548,21.4,1.779564598,7,3.6,35.3,"good","good",5.772,33.937,0.0910962169439468,0.113556008486879
"188",626,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. grethae","","","","SgreA","","grethae","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",36.16978,0.4276,0.07146,16.06207,1.347469545,24.9,1.928808466,8,-2,34.1,"good","good",5.047,33.38,0.0777236071525714,0.181963062830189
"189",628,"Narragansett Bay, RI, USA",41.23,-73.06,"marine","S. marinoi","","","","CCMP1332","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",28.73716,0.65545,0.04707,15.67684,1.370911165,20.1,1.52823816,6,1.3,30,"good","good",4.361,29.17,0.0776790474617193,0.134794986549063
"190",629,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SkelF","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",29.00074,0.55296,0.05436,15.52706,1.286057541,20.6,1.487041362,6,1,30,"good","good",4.496,29.207,0.0738719007451565,0.138216926873475
"191",630,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarA","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",49.21648,0.37654,0.09842,5.5367,0.649333399,22,1.813137213,8,-2,30.1,"good","good",0.122,29.485,0.0662999255142152,0.193788880480962
"192",631,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarB","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",36.83668,0.4545,0.07263,11.66338,1.06030216,20.9,1.552296532,7,-2,30.1,"good","good",0.732,29.318,0.0615746343514478,0.147521647137087
"193",632,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarC","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",38.75105,0.47234,0.0751,10.72045,1.056593001,20.9,1.643016371,8,-2,30.1,"good","good",0.0169999999999999,29.337,0.0629417754537183,0.155791525044447
"194",633,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarD","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",38.17512,0.39219,0.08638,11.0906,1.022240887,21.8,1.766563624,9,-2,30.2,"good","good",1.869,29.493,0.070907174712759,0.183706083348499
"195",634,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarE","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",36.4545,0.52324,0.0646,11.83152,1.123671178,20.3,1.522721984,7,-2,30.1,"good","good",0.0310000000000001,29.238,0.0601005272682421,0.136291965450884
"196",635,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarF","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",32.99255,0.7347,0.05037,13.57434,1.455641183,19.5,1.708764305,7,-2,30.1,"good","good",1.205,29.163,0.0747204943427166,0.141468637483183
"197",636,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. marinoi","","","","SmarH","","marinoi","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",38.34283,0.56858,0.06238,13.31532,1.304730371,22.3,1.783308316,8,-2,32.5,"good","good",1.019,31.632,0.0670385157088483,0.15287683806258
"198",637,"Narragansett Bay, RI, USA",41.57,-70.58,"marine","S. menzelii","","","","CCMP793","","menzelii","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",31.1802,0.80854,0.03659,19.41564,1.645251304,23.5,1.779326759,6,3.8,35,"good","good",6.783,33.983,0.0851505298319076,0.135787599656587
"199",638,"",40.9,14.15,"marine","S. pseudocostatum","","","","CCMP2478","","peudocostatum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",31.88315,1.15187,0.02865,19.30232,2.002503558,22.8,2.107011035,7,3.4,35.2,"good","good",6.038,34.106,0.100561318935688,0.149089760127366
"200",639,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. pseudocostatum","","","","SpseA","","peudocostatum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",33.57739,0.54849,0.05851,19.23686,1.690395369,26.1,2.103634849,8,2.4,36,"good","good",7.352,35.183,0.089764661787924,0.185281061235275
"201",640,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. pseudocostatum","","","","SpseB","","peudocostatum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",40.04378,0.33048,0.08423,16.15455,1.288512704,27.6,2.274716901,8,-2,36.2,"good","good",6.752,35.469,0.0872876784727552,0.231258548837209
"202",642,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. pseudocostatum","","","","SpseD","","peudocostatum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",28.66734,0.28664,0.09668,15.70828,1.308849235,23,1.963330708,8,1.4,30,"good","good",7.44,29.461,0.10094245285347,0.243099298312955
"203",643,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","S. pseudocostatum","","","","SpseE","","peudocostatum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",32.41166,1.11897,0.01476,19.98854,1.502964468,21.9,1.524464187,5,3.8,36.2,"good","good",5.95,34.815,0.0764621535799373,0.0944306116608595
"204",645,"West Pacific",8.54,136.53,"marine","","","","","GP2","","Prochlorococcus","Prochlorococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",18.1051,0.008351228,0.1923443,16.74737,0.21,22,0.3812637,16,7.694816,25.79991,"good","good",12.674816,25.488,0.032708304736936,0.0874458027522936
"205",646,"North Atlantic",38.98,-40.55,"marine","","","","","NATL2-M98","","Prochlorococcus","Prochlorococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",20.52117,0.003783633,0.2285496,15.83054,0.14,22.6,0.37,19,5.569955,26.0911,"good","good",13.286955,25.812,0.0317833748253122,0.0921544209215442
"206",647,"Sargasso Sea",26.3,-63.433,"marine","","","","","MAX42Syn","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",21.4155,0.022527057,0.1517103,19.11427,0.41,25.1,0.697,24,8.406515,29.82202,"good","good",13.843515,29.434,0.049535889755994,0.128657129672358
"207",648,"Sargasso Sea",33.7413,-67.5,"marine","","","","","CCMP837","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",13.54042,1.790982,-0.04892129,21.73302,0.6185092,20.64,0.6354756,4,14.96281,28.50324,"good","good",15.49681,27.507,0.0988453625084821,0.0740323984272608
"208",649,"North Pacific",7.5,134.5,"marine","","","","","CCMP1183","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",14.67578,0.1940568,0.06769313,22.43516,0.8861237,24.16,0.9408449,4,15.09726,29.77305,"good","good",16.38326,29.265,0.0967855322410161,0.147438965719882
"209",650,"East China Sea",38.6,118.65,"marine","","","","","CCMP1632","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",11.87281,0.1879113,0.06772781,21.12677,0.7859082,22.28,0.8176846,3,15.19037,27.06315,"good","good",16.13137,26.621,0.106389176125413,0.150690550564386
"210",651,"﻿Kurrimine Beach",-17.73,146.114,"marine","","","","","CS-259","","massartii","Amphidinium","","","","Dinophyta","Chromista","Eukaryota","","dinoflagellates","mu.rsqrlist",39.4798352,0.231638394,0.009045591,21.1252863,0.280414318,22.9,0.282648996,29,1.385369578,40.86521125,"good","good",3.867369578,39.095,0.0118806067152245,0.0139622844581661
"211",652,"Azores",38.57,-28.8,"marine","","","","","M10","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",27.47466502,0.489138235,0.058920434,16.65524271,1.305027348,21.5,1.520227254,7,2.917908809,30.39257498,"good","good",6.277908809,29.626,0.0798958426894107,0.149665493871524
"212",653,"Azores",38.57,-28.8,"marine","","","","","M13","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",29.46767402,0.503965917,0.052119257,18.29162746,1.30747709,23.3,1.50132085,7,3.557789926,33.02547032,"good","good",7.007789926,32.181,0.0737196902412099,0.135238901024659
"213",654,"Azores",38.57,-28.8,"marine","","","","","M19","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",26.01370937,0.527355039,0.05513224,16.91532188,1.340038471,21.1,1.513071357,7,3.908467115,29.92217603,"good","good",6.794467115,29.151,0.0846146099785782,0.150348662973544
"214",655,"Azores",38.57,-28.8,"marine","","","","","M21","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",28.75322566,0.366393128,0.074376626,16.26503044,1.228371965,22.5,1.585762458,7,1.888417683,30.64164264,"good","good",6.463417683,29.955,0.0791072524882797,0.170169009577465
"215",656,"Azores",38.57,-28.8,"marine","","","","","M22","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",26.42819834,0.515778179,0.054966687,17.70204158,1.364712912,22,1.545538995,7,4.4879423,30.91614058,"good","good",7.4489423,30.138,0.084971912110554,0.151933054313099
"216",657,"Azores",38.57,-28.8,"marine","","","","","M23","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",25.20719495,0.406895393,0.068657107,17.4800342,1.351114004,22.2,1.60621479,7,4.8764356,30.08362886,"good","good",8.1444356,29.405,0.091420863327267,0.178344459680777
"217",658,"Bergen",60.3,-5.25,"marine","","","","","17","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",34.7973613,0.264288271,0.105631091,10.51228231,0.802285308,20.9,1.546830344,6,-6.886406109,27.91096282,"good","good",3.284593891,27.334,0.0702489779425386,0.19233202909543
"218",659,"Bergen",60.3,-5.25,"marine","","","","","41","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",53.47748805,0.120380793,0.165258311,1.536636809,0.155182524,22.9,1.916016423,6,-25.20211121,28.27538057,"bad","good",7.29388879,27.845,0.0982187758227567,0.309972323235591
"219",660,"Bergen",60.3,-5.25,"marine","","","","","62","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",54.37454509,0.150871236,0.152265629,1.065432412,0.177444072,22.5,1.755744892,6,-26.12182949,28.25270454,"bad","good",5.74517051,27.789,0.0838323012739893,0.265569278426924
"220",661,"Bergen",60.3,-5.25,"marine","","","","","63","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",77.18364461,0.197039936,0.151924018,-10.26665806,0.04141547,22.3,1.679221353,6,-48.85847963,28.32515392,"bad","good",4.56152037,27.844,0.0757323688625506,0.242311883549784
"221",662,"Bergen",60.3,-5.25,"marine","","","","","85","","huxleyi","Emiliania","Noelaerhabdaceae","Isochrysidales","Coccolithophyceae","Haptophyta","Chromista","Eukaryota","","coccolithophores","",63.77851577,0.159681063,0.155377384,-3.644056366,0.090647152,22.5,1.726779521,6,-35.53331747,28.24520138,"bad","good",5.51968253,27.782,0.0813544045475376,0.261534194774707
"222",663,"﻿Mauritania",23.55,-19.98,"marine","","","","","A15-37","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",25.56719417,0.041750243,0.117323502,26.2141982,0.904377439,33.1,1.440045664,10,13.43060114,38.99779644,"good","good",19.35560114,38.507,0.0838186189832387,0.213063904420196
"223",664,"Gulf of Mexico",27.7,-91.3,"marine","","","","","M16.1","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",25.59504721,0.048649901,0.128820019,24.43203748,1.132276307,31.6,1.956467027,10,11.63451417,37.22959011,"good","good",18.24851417,36.77,0.117228422478879,0.302741512882012
"224",665,"Sargasso Sea",33.75,-67.5,"marine","","","","","WH7803","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",30.84312086,0.00197836,0.251724822,19.72098384,0.283306535,31.7,2.292015707,11,4.299423499,35.14255925,"good","good",21.698423499,34.864,0.183332354196028,0.579523566877371
"225",666,"English Channel",48.72,-3.98,"marine","","","","","ROS8604","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",18.81998433,0.114013902,0.081163621,22.61423869,0.714636409,25.8,0.819428532,8,13.20427084,32.02420441,"good","good",15.39827084,31.483,0.0630224855422019,0.11535154418441
"226",667,"Southern Norweigian Sea",60.32,-3.48,"marine","","","","","MVIR-16-2","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",42.58404821,0.023522586,0.221634184,4.811174739,0.06832542,22.1,1.074124538,8,-16.48087073,26.10319857,"good","good",10.28912927,25.78,0.0727549771768605,0.233505334347826
"227",668,"Southern Norweigian Sea",61,1.98,"marine","","","","","MVIR-18-1","","","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",53.47573314,0.019056676,0.231544852,-0.613183488,0.016534316,22.2,0.885223967,10,-27.35105059,26.12468257,"bad","good",10.43494941,25.807,0.0601934660784149,0.196334675242584
"228",669,"Southern ocean",-59,85,"marine","","","","","PP.SO.17.01","","","Proboscia","Rhizosoleniaceae","Rhizosoleniales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",12.6274719,0.8007545,-0.165776,5.25253217,0.33522792,2.6,0.42852249,6,-1.0612162,11.5662405,"good","good",-0.7562162,9.601,0.102144192021956,0.0489670035709184
"229",670,"Southern ocean",-58.9,91.5,"marine","","","","","NST.DS.16.01","","stellata","Nitzschia","","","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",15.1217759,0.95523233,-0.0316034,4.19172906,0.83671362,3.3,0.84865782,12,-3.3691566,11.7526011,"good","good",-2.7251566,10.742,0.112681926972653,0.0912290051061543
"230",671,"Southern ocean",-62,85,"marine","","","","","PN.004","","","Pseudo-nitzschia","Bacillariaceae","Bacillariales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",15.4337851,0.61054084,0.04510096,5.55636999,0.78441858,6.9,0.80815718,10,-2.1605487,13.2732606,"good","good",-1.0055487,12.673,0.0817812613057459,0.111991294647497
"231",672,"Southern ocean",-65,79,"marine","","","","","CN.001","","neglectus","Chaetoceros","Chaetocerotaceae","Chaetocerotales","Bacillariophyceae","Ochrophyta","Chromista","Eukaryota","","diatoms","",31.2701962,0.20659913,0.10271076,8.19260702,0.47926288,16.9,0.80860273,15,-7.4424913,23.8277051,"bad","good",0.397508699999999,23.256,0.039199062265223,0.10177504468219
"232",673,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA101","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",16.12307,0.006493406,0.1550259,27.19166,0.439747,31.1,0.6165604,22,19.13011,35.25319,"good","good",22.16511,34.904,0.0552047445463794,0.129665699263933
"233",674,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA103","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",19.56452,0.003069923,0.18693746,25.47858,0.3594426,31.3,0.6892595,26,15.69632,35.26083,"good","good",21.38332,34.935,0.0556040529693405,0.151693975240715
"234",675,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA117","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",26.22555,0.108285426,0.04316609,23.35875,0.2968053,26.8,0.3206221,28,10.24595,36.47152,"good","good",12.72195,35.608,0.0182196880960076,0.0291209900090826
"235",676,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA126","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",19.20118,0.146108944,0.03921543,26.96934,0.4207197,28.7,0.4356329,27,17.36877,36.56994,"good","good",18.84977,35.84,0.0353805261399988,0.0488104089635854
"236",677,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA127","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",24.87262,0.036042036,0.11459557,22.91792,0.4981884,29.4,0.7626439,30,10.48161,35.35423,"good","good",15.91561,34.86,0.0452460304099778,0.111742695970696
"237",678,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA20","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",18.84489,0.006014763,0.17274491,24.53909,0.4170561,29.8,0.7122475,27,15.11665,33.96154,"good","good",19.91565,33.62,0.0576464815592325,0.149161780104712
"238",679,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA21","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",22.48927,0.036231095,0.08544877,22.35598,0.244743,26.9,0.3019309,23,11.11137,33.60061,"good","good",14.32637,33.029,0.0192104205388579,0.0394101354217654
"239",680,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA27","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",18.48615,0.203294317,0.02808227,23.7355,0.3959158,24.9,0.4025839,15,14.49241,32.97858,"good","good",15.75441,32.205,0.0352155650974951,0.0440885859000684
"240",681,"Narragansett Bay, RI, USA",41.57,-71.39,"marine","","","","","LA29","","Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteria","Bacteria","Prokaryota","","cyanobacteria","",19.52064,0.089155845,0.06672668,24.53335,0.4582501,27.4,0.506987,18,14.77303,34.29367,"good","good",16.79203,33.689,0.0382344218545113,0.0644919065034187
